food,Caloric Value,Fat,Carbohydrates,Protein,Sugars,Dietary Fiber,Sodium,Cholesterol,Nutrition Density
oat bran dinner roll,78,1.5,13.3,3.1,2.2,1.4,0.1,0.0,48.8
pecan shortbread cookies,76,4.6,8.2,0.7,0.0,0.3,0.002,4.6,18.349
oatmeal cookies,113,4.5,17.2,1.6,6.2,0.7,0.1,0.0,34.069
chocolate wafers,485,15.9,81.1,7.4,33.2,3.8,0.8,2.2,147.442
vanilla wafers low fat,353,12.2,58.9,4.0,30.0,1.5,0.3,40.8,116.995
chocolate chip cookies mcdonalds,136,6.4,18.7,1.6,9.6,0.6,0.058,18.4,38.09
gingersnap cookies,29,0.7,5.4,0.4,1.4,0.2,0.012,0.0,12.5
biscotti abbracci mulino bianco,54,2.6,0.8,0.4,0.051,0.0,0.0,0.0,3.8
chocolate chip cookie,63,2.8,9.3,0.5,5.3,0.3,0.047,0.0,13.122
brownie,243,9.8,38.3,2.9,22.0,1.3,0.2,10.2,71.166
shortbread cookies,40,1.9,5.2,0.5,1.2,0.1,0.097,1.6,10.729
oatmeal cookies with raisins,65,2.4,10.3,1.0,0.0,0.0,0.022,5.0,29.198
peanut butter sandwich cookies,67,3.0,9.2,1.2,5.0,0.3,0.098,0.0,21.624
sugar cookies,72,3.2,10.2,0.8,5.7,0.1,0.007,7.7,17.981
chocolate covered graham crackers,68,3.2,9.3,0.8,5.8,0.4,0.067,0.0,22.313
raisin cookies,60,2.0,10.2,0.6,7.1,0.2,0.077,0.3,20.215
vanilla wafers,28,1.2,4.3,0.3,0.0,0.1,0.045,0.0,7.5
graham crackers,355,8.5,64.5,5.8,26.1,2.4,0.4,0.0,104.5
peanut butter cookies,95,4.8,11.8,1.8,0.0,0.0,0.1,6.2,26.738
vanilla sandwich cookie,72,3.0,10.8,0.7,5.9,0.2,0.044,0.0,19.1
sugar wafers with creme filling,51,2.3,7.1,0.4,4.3,0.2,0.06,0.0,13.1
cheese puffs,197,12.8,18.6,2.1,1.1,0.6,0.3,2.5,54.854
saltine crackers,13,0.3,2.2,0.3,0.063,0.022,0.067,0.0,3.081
trail mix,139,8.8,13.5,4.1,0.0,0.0,0.014,0.0,51.1
corn cones,144,7.6,17.8,1.6,0.0,0.3,0.3,0.0,28.8
chocolate pretzels,50,1.8,7.8,0.8,0.0,0.0,0.037,0.0,18.726
french toast sticks,73,3.8,8.9,1.3,2.1,0.3,0.001,0.0,26.1
crackers,82,4.2,9.8,1.1,1.3,0.4,0.1,0.0,15.764
sesame sticks,54,3.7,4.7,1.1,0.084,0.3,0.09,0.0,26.81
cheese crackers,34,1.6,4.2,0.8,0.3,0.2,0.065,0.2,7.053
oriental rice cracker mix,143,7.2,14.6,4.9,0.8,3.7,0.1,0.0,46.416
breadsticks,103,2.4,17.1,3.0,0.3,0.8,0.2,0.0,29.9
milk crackers,50,1.7,7.7,0.8,1.8,0.2,0.095,1.2,29.845
matzo crackers whole wheat,98,0.4,22.1,3.7,0.0,3.3,0.002,0.0,37.2
matzo crackers with egg,109,0.6,22.0,3.4,0.0,0.8,0.057,23.2,38.972
granola bites,23,0.9,3.3,0.4,1.5,0.3,0.067,0.0,5.042
crackers whole wheat,120,4.0,19.5,3.0,0.3,2.9,0.2,0.0,40.4
tropical trail mix,619,23.9,91.8,8.8,0.0,0.0,0.1,0.0,218.6
soft pretzels,389,3.6,79.8,9.4,0.3,2.0,0.9,3.5,125.8
corn tostada shell,58,2.9,7.9,0.8,0.0,0.7,0.084,0.0,21.8
matzo crackers,111,0.4,23.4,2.8,0.098,0.8,0.0,0.0,31.9
sesame crunch,9,0.6,0.9,0.2,0.6,0.1,0.027,0.0,13.351
trail mix with chocolate chips,707,46.6,65.6,20.7,0.0,0.0,0.2,5.8,298.8
cracker meal,440,2.0,93.0,10.7,0.4,3.0,0.078,0.0,140.5
puffed rice,153,0.2,34.1,2.4,0.0,0.6,0.053,0.0,51.6
filinchen gutena,19,0.2,0.5,0.4,0.028,0.0,0.0,0.0,1.1
melba toast crackers,117,1.0,23.0,3.6,0.3,1.9,0.2,0.0,58.5
matzo crackers with egg onion,109,1.1,21.6,2.8,0.0,1.4,0.052,12.6,38.316
cornnuts,126,4.4,20.3,2.4,0.2,2.0,0.2,0.0,32.1
bagel chips,789,26.5,116.1,21.6,10.5,7.2,0.4,0.0,222.2
pretzels,115,0.9,24.1,3.0,0.7,1.0,0.4,0.0,29.214
potato raw,164,0.2,37.2,4.3,1.7,4.7,0.072,0.0,115.7
gatto di patate home made,202,9.4,4.0,0.0,3.6,0.0,0.0,0.0,13.4
baked potato,161,0.2,36.6,4.3,2.0,3.8,0.097,0.0,45.667
potato sticks,188,12.4,19.2,2.4,0.006,1.2,0.2,0.0,59.5
potato cooked,52,0.006,12.1,1.1,0.5,1.2,0.035,0.0,25.487
vivaldi potatoes sainsburys,23,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1
potato ham chowder soup,192,12.5,13.4,6.5,0.0,1.4,0.9,21.6,35.5
russet potato raw,292,0.3,66.7,7.9,2.3,4.8,0.068,0.0,151.9
russet potato baked,290,0.4,64.1,7.9,3.2,6.9,0.084,0.0,161.1
french fries,13,0.4,2.2,0.2,0.088,0.2,0.056,0.0,5.362
potato scalloped,216,9.0,26.4,7.0,0.0,4.7,0.8,29.4,214.2
cottage fries,11,0.4,1.9,0.2,0.019,0.2,0.058,0.0,4.413
mashed potatoes,215,6.8,35.5,4.0,1.2,3.1,0.7,0.0,93.836
mashed potato with milk and butter,237,8.9,35.3,3.9,3.0,3.2,0.7,23.1,114.854
red potato raw,149,0.3,33.9,4.0,2.7,3.6,0.02,0.0,83.0
potato pancake,59,3.2,6.1,1.3,0.4,0.7,0.2,20.9,24.864
potato puffs,243,11.0,35.5,2.6,0.3,3.2,0.6,0.0,79.1
red potato baked,74,0.1,16.7,2.0,1.2,1.5,0.037,0.0,20.689
potatoes canned,132,0.3,29.7,3.6,0.0,4.2,0.7,0.0,179.8
potato skin raw,22,0.099,4.7,1.0,0.0,1.0,0.053,0.0,23.697
shoestring french fries,4,0.1,0.7,0.099,0.062,0.099,0.055,0.0,1.604
hash brown potato,144,9.0,15.3,1.4,0.3,1.4,0.3,0.0,27.245
baked chips lays,130,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
corn chips,162,10.0,17.2,1.9,0.031,1.2,0.2,0.0,30.501
nacho cheese tortilla chips low fat,90,1.0,18.5,2.4,0.8,1.8,0.2,0.6,62.9
corn chips barbecue,1036,64.7,111.3,13.9,0.0,10.3,1.5,0.0,466.0
corn chips unsalted,490,29.4,50.5,5.8,1.2,3.9,0.024,0.0,202.0
potato chips fat free,860,1.4,190.1,21.9,8.4,17.0,1.5,0.0,339.1
sweet chilli kettle baked chips,99,2.2,2.1,2.0,0.4,0.0,0.0,0.0,6.3
taro chips,11,0.6,1.6,0.049,0.04,0.2,0.022,0.0,4.042
potato chips reduced fat,801,35.4,113.7,12.1,0.4,10.0,0.8,0.0,252.9
onion snacks,150,6.8,19.5,2.3,1.4,1.2,0.3,0.0,40.199
potato chips cheese,843,46.2,98.1,14.5,0.0,8.8,0.8,6.8,385.109
yuca cassava chips,9,0.4,1.2,0.054,0.006,0.002,0.041,0.0,2.621
tortilla chips low fat,117,1.6,22.6,3.1,0.2,1.5,0.1,0.0,74.368
ranch flavor tortilla chips,992,48.8,124.2,14.2,6.0,7.9,1.0,0.0,463.1
potato chips,161,10.4,15.9,2.1,0.007,1.4,0.021,0.0,46.8
tortilla chips,142,6.2,20.3,2.1,0.2,1.6,0.077,0.0,30.699
sweet potato chips,149,9.1,15.9,0.8,2.5,2.5,0.05,0.0,45.4
nacho cheese tortilla chips,156,8.2,18.2,2.2,0.8,1.5,0.2,0.0,30.369
vegetable chips,134,6.6,17.1,1.5,1.1,1.3,0.3,0.0,43.0
taco flavor tortilla chips,1090,54.9,143.2,17.9,0.0,12.0,1.8,11.4,586.5
potato chips barbecue,970,64.2,104.5,15.2,14.0,8.7,1.3,0.0,362.5
pita chips,137,4.6,20.5,3.5,1.4,1.1,0.3,0.0,29.893
potato chips sour cream and onion,1051,67.1,102.0,16.0,0.0,10.3,1.1,13.9,415.171
adobo fresco,780,60.2,53.6,5.8,5.8,3.7,49.4,0.0,503.4
chili pepper sauce red,3,0.089,0.6,0.1,0.4,0.1,0.003,0.0,6.755
creamy ranch sauce mcdonalds,132,14.7,1.0,0.3,1.0,0.0,0.2,5.9,24.274
catsup,19,0.066,4.5,0.2,3.7,0.053,0.2,0.0,8.299
chili pepper sauce green,3,0.032,0.8,0.1,0.4,0.3,0.03,0.0,12.206
red wine vinegar,3,0.0,0.011,0.055,0.0,0.0,0.092,0.0,1.221
fish sauce,6,0.013,0.7,0.9,0.7,0.0,1.4,0.0,9.498
coleslaw dressing reduced fat,56,3.4,6.8,0.0,6.6,0.045,0.3,4.3,16.403
sour dressing,21,2.0,0.6,0.4,0.6,0.0,0.094,0.6,16.853
guava sauce cooked,86,0.3,22.6,0.8,14.0,8.6,0.017,0.0,397.8
pizza sauce,136,2.9,21.8,5.5,9.5,5.0,0.9,0.0,35.8
sweetn sour sauce mcdonalds,48,0.3,11.0,0.2,10.0,0.0,0.2,0.0,13.7
nance syrup,4,0.002,0.8,0.028,0.6,0.3,0.035,0.0,3.227
french dressing reduced fat,37,2.2,4.7,0.072,4.6,0.2,0.072,0.0,9.052
peppercorn dressing,76,8.2,0.5,0.2,0.3,0.0,0.1,6.6,11.946
sorghum syrup,61,0.0,15.7,0.0,15.7,0.0,0.096,0.0,48.0
ranch dressing fat free,17,0.3,3.7,0.039,0.7,0.088,0.1,1.0,11.204
caesar dressing low calorie,17,0.7,2.8,0.028,2.4,0.053,0.2,0.3,7.293
sweet sour dressing,2,0.0,0.6,0.082,0.6,0.0,0.065,0.0,2.587
mayonnaise imitation fat free,13,0.4,2.5,0.043,1.6,0.3,0.1,1.4,4.313
sofrito,488,37.5,11.2,26.4,0.0,3.5,2.4,0.0,163.7
turkey gravy instant,27,1.0,3.9,0.8,0.5,0.3,0.3,1.6,14.333
teriyaki sauce,16,0.015,2.8,1.1,2.5,0.016,0.7,0.0,8.733
tomato sauce,59,0.7,13.0,2.9,8.7,3.7,0.083,0.0,20.864
barbecue sauce kraft,28,0.053,6.5,0.1,5.2,0.032,0.2,0.0,14.388
cranberry sauce sweetened,418,0.4,107.8,0.6,105.0,2.8,0.076,0.0,128.8
coleslaw dressing,62,5.3,3.8,0.1,3.2,0.024,0.1,4.2,11.62
onion gravy dry,77,0.7,16.2,2.2,0.0,1.4,1.0,0.5,89.6
corn syrup light,62,0.09,16.9,0.0,16.9,0.0,0.065,0.0,19.806
bacon tomato dressing,49,5.3,0.3,0.3,0.3,0.04,0.1,0.6,7.942
pancake syrup,53,0.075,13.9,0.0,8.4,0.0,0.064,0.0,15.031
balsamic vinegar,14,0.0,2.7,0.041,2.4,0.0,0.071,0.0,7.129
ranch dressing reduced fat,29,1.9,3.2,0.2,0.6,0.2,0.2,2.4,11.727
barbecue sauce mcdonalds,46,0.3,10.3,0.4,9.6,0.4,0.3,0.0,14.6
vinegar oil dressing,72,8.0,0.4,0.0,0.4,0.0,0.076,0.0,8.4
poppyseed dressing,66,5.5,4.0,0.2,3.9,0.03,0.1,2.5,19.612
honey mustard dressing,70,6.1,3.5,0.1,2.4,0.057,0.019,4.4,11.752
french dressing fat free,21,0.024,5.1,0.01,2.6,0.4,0.1,0.0,6.399
vinegar,3,0.0,0.089,0.0,0.063,0.0,0.024,0.0,1.02
spray dressing,13,0.9,1.3,0.07,1.1,0.075,0.012,0.0,2.931
honey mustard dressing fat free,25,0.2,5.8,0.2,2.7,0.2,0.2,0.2,10.426
mushroom gravy,119,6.4,13.0,3.0,0.0,1.0,1.4,0.0,41.7
white sauce,368,26.6,22.9,9.6,11.0,0.5,0.9,17.5,357.7
marinara pasta sauce,129,3.9,19.9,3.7,14.5,4.8,1.1,5.3,111.0
tomato sauce with mushrooms,86,0.3,20.7,3.6,14.1,3.7,1.1,0.0,92.8
pork gravy powder,25,0.6,4.3,0.6,1.7,0.2,0.4,0.7,15.363
beef gravy,123,5.5,11.2,8.7,0.5,0.9,1.5,7.0,41.982
green goddess dressing,64,6.5,1.1,0.3,1.0,0.094,0.1,6.0,13.2
salsa con queso,358,23.8,27.9,7.9,4.9,1.8,2.0,22.5,307.813
cocktail sauce,19,0.2,4.2,0.2,1.8,0.3,0.2,0.0,10.667
worcestershire sauce,13,0.0,3.3,0.0,1.7,0.0,0.2,0.0,24.673
barbecue sauce,29,0.1,6.9,0.1,5.7,0.2,0.2,0.0,13.1
tomato sauce with onions,103,0.5,24.4,3.8,0.0,4.4,1.3,0.0,108.2
brown gravy dry,22,0.6,3.6,0.6,0.0,0.1,0.3,0.2,13.021
blue cheese dressing light,14,0.4,2.1,0.3,0.6,0.0,0.2,1.6,13.835
spanish tomato sauce,81,0.7,17.7,3.5,0.0,3.4,1.2,0.0,96.3
oyster sauce,9,0.066,2.0,0.2,0.0,0.024,0.5,0.0,8.095
cheese sauce,30,2.2,0.8,1.5,0.033,0.071,0.002,5.7,51.263
hoisin sauce,35,0.5,7.1,0.5,4.4,0.4,0.3,0.5,13.882
pickle relish,20,0.061,5.3,0.097,4.4,0.2,0.1,0.0,6.381
tomato sauce with herbs cheese,144,4.7,25.0,5.2,0.0,5.4,1.3,7.3,157.1
french dressing,73,7.2,2.5,0.1,2.6,0.0,0.1,0.0,14.3
mayonnaise hellmanns,15,1.7,0.087,0.0,0.2,0.0,0.0,0.0,1.737
canadian maple syrup,76,0.0,19.1,0.0,17.0,0.0,0.086,0.0,49.95
maple syrup,52,0.047,13.4,0.09,13.6,0.0,0.059,0.0,33.895
barbecue sauce bulls eye,27,0.1,6.4,0.1,5.6,0.2,0.2,0.0,13.891
ranch dressing,65,6.7,0.9,0.2,0.7,0.0,0.1,3.9,8.046
tomato ketchup mp,15,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.2
mayonnaise light,36,3.3,1.4,0.032,0.5,0.0,0.1,2.4,4.966
mayonnaise dressing,103,11.7,0.066,0.0,0.093,0.0,0.081,0.0,12.917
malt syrup,67,0.0,15.0,1.3,15.0,0.0,0.05,0.0,29.3
gravy dry,86,2.0,14.5,3.3,0.0,0.0,1.4,1.0,59.4
cranberry orange relish,490,0.3,127.1,0.8,0.0,0.0,0.063,0.0,208.6
caesar dressing,80,8.5,0.5,0.3,0.4,0.036,0.2,5.7,16.717
italian dressing,35,3.1,1.8,0.032,1.6,0.0,0.1,0.0,5.108
brown gravy instant,25,0.8,4.0,0.6,0.6,0.2,0.3,0.8,14.0
roquefort cheese dressing,15,1.1,0.4,0.8,0.4,0.0,0.1,0.2,15.875
blue cheese dressing,71,7.7,0.7,0.2,0.5,0.045,0.2,4.7,14.429
duck sauce,80,0.063,19.7,0.1,9.9,0.2,0.1,0.0,24.017
au jus,38,0.5,5.9,2.8,0.0,0.0,1.1,0.0,22.4
corn syrup dark,57,0.0,15.5,0.0,15.5,0.0,0.047,0.0,19.122
buttermilk dressing light,30,1.9,3.2,0.2,0.6,0.2,0.2,2.4,11.699
cider vinegar,3,0.0,0.1,0.0,0.018,0.0,0.011,0.0,1.117
tartar sauce,32,2.5,2.0,0.2,0.6,0.078,0.1,1.1,9.096
pepper hot sauce,1,0.018,0.031,0.024,0.065,0.071,0.1,0.0,4.171
tomato chili sauce,6,0.095,1.2,0.2,0.6,0.4,0.083,0.0,4.085
turkey gravy dry,26,0.5,4.6,0.7,0.0,0.0,0.3,1.0,16.335
salsa sauce,5,0.039,1.2,0.3,0.7,0.3,0.1,0.0,7.524
steak sauce,16,0.004,3.7,0.2,1.7,0.3,0.3,0.0,8.815
molasses,58,0.068,14.9,0.0,14.9,0.0,0.007,0.0,56.848
italian dressing fat free,7,0.1,1.2,0.1,1.2,0.077,0.2,0.3,5.71
plum sauce,35,0.2,8.1,0.2,0.0,0.1,0.1,0.0,11.246
chow mein stir fry master foods,26,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2
beef gravy instant,25,0.6,4.1,0.7,1.6,0.3,0.3,0.7,15.598
horseradish,2,0.085,0.6,0.003,0.4,0.2,0.039,0.0,1.133
grenadine,54,0.0,13.4,0.0,9.3,0.0,0.038,0.0,14.63
tabasco sauce,1,0.002,0.006,0.045,0.067,0.013,0.075,0.0,1.054
sweet sour sauce,26,0.084,6.7,0.02,3.3,0.065,0.024,0.0,10.183
salsa verde,6,0.1,1.0,0.2,0.5,0.3,0.034,0.0,4.826
miso,40,1.2,5.1,2.6,1.2,1.1,0.7,0.0,10.193
sprouted soybean cooked,76,4.2,6.1,8.0,0.4,0.8,0.2,0.0,83.6
soy flour roasted,375,18.6,28.6,29.6,6.5,8.2,0.083,0.0,249.7
soy flour low fat,330,7.8,30.7,40.0,9.3,14.1,0.085,0.0,350.6
green soybean cooked,127,5.8,9.9,11.1,0.0,3.8,0.2,0.0,30.78
azumaya tofu vitasoy,316,16.6,9.1,32.8,1.6,2.4,0.03,0.0,777.0
soy proteins isolate,96,1.0,2.1,22.8,0.0,1.6,0.3,0.0,82.0
tofu yogurt,246,4.7,41.8,9.2,3.2,0.5,0.03,0.0,56.57
bacon meatless,446,42.5,9.1,15.4,0.0,3.7,2.1,0.0,107.3
meatless chicken fried,304,16.6,11.1,27.7,0.0,5.6,0.5,0.0,120.6
soymilk,109,4.8,8.4,7.1,6.1,1.0,0.1,0.0,22.2
soy vermicelli,463,0.1,115.2,0.1,24.4,5.5,0.032,0.0,200.4
tofu fried,35,2.6,1.2,2.4,0.4,0.5,0.021,0.0,6.832
tempeh,320,17.9,15.6,30.8,0.0,0.0,0.068,0.0,253.1
koyadofu,81,5.2,1.7,8.9,0.0,1.2,0.081,0.0,17.237
meatless meatloaf,110,5.0,4.5,11.8,0.7,2.6,0.3,0.0,41.3
soya vanille joghurt alpro,21,0.6,1.0,0.3,0.09,0.0,0.0,0.0,1.9
soybean curd cheese,340,18.2,15.5,28.1,3.6,0.0,0.094,0.0,497.4
soy sauce,8,0.054,0.8,1.3,0.097,0.1,0.9,0.0,2.293
soybean dry roasted,419,20.1,30.4,36.8,0.0,7.5,0.077,0.0,233.0
soybean oil,120,13.6,0.0,0.0,0.0,0.0,0.0,0.0,13.67
meatless chicken,376,21.4,6.1,39.7,0.0,6.0,1.2,0.0,137.5
soybean cooked,296,15.4,17.1,28.6,5.2,10.3,0.075,0.0,72.517
soymilk nonfat,68,0.046,10.1,6.0,8.9,0.5,0.1,0.0,299.508
soy flour,23,1.1,1.8,1.8,0.4,0.5,0.023,0.0,5.488
soybean lecithin oil,104,13.6,0.0,0.0,0.0,0.0,0.0,0.0,13.6
tofu raw,188,11.9,4.7,20.0,0.0,0.7,0.06,0.0,918.8
soy chips,109,2.1,15.0,7.5,0.5,1.0,0.2,0.0,75.5
green soybean raw,376,17.4,28.3,33.2,0.0,10.8,0.017,0.0,677.3
soy proteins concentrate,93,0.1,7.2,18.0,0.0,1.6,0.3,0.0,132.7
soybean margarine,34,3.8,0.043,0.052,0.0,0.0,0.005,0.0,5.309
chocolate soymilk nonfat,107,0.046,20.7,6.0,8.9,0.5,0.1,0.0,310.107
okara,93,2.1,15.3,3.9,0.0,0.0,0.07,0.0,21.6
meatless meatballs,284,13.0,11.5,30.2,1.8,6.6,0.8,0.0,100.4
vanilla soymilk,131,4.3,15.3,7.9,9.7,1.5,0.1,0.0,91.4
soy meal raw,414,2.9,49.0,54.8,0.0,0.0,0.017,0.0,421.1
soymilk low fat,104,1.5,17.5,4.0,8.5,1.9,0.04,0.0,225.3
sprouted soybean raw,85,4.7,6.7,9.2,0.0,0.8,0.005,0.0,21.8
soybean raw,830,37.1,56.1,67.9,13.6,17.3,0.023,0.0,734.0
tempeh cooked,55,3.2,2.6,5.1,0.0,0.0,0.084,0.0,38.7
vanilla soymilk light,83,2.1,9.4,6.4,1.0,1.5,0.2,0.0,319.4
chocolate soymilk,153,3.7,24.2,5.5,19.1,1.0,0.1,0.0,35.156
soy oil,120,13.6,0.0,0.0,0.0,0.0,0.0,0.0,13.6
natto,169,8.8,11.5,14.2,3.9,4.3,0.026,0.0,39.429
chrysanthemum raw,12,0.3,1.5,1.7,0.0,1.5,0.012,0.0,5.285
gourd cooked,100,0.6,25.5,1.2,9.2,5.2,0.065,0.0,32.903
cauliflower raw,3,0.081,0.6,0.2,0.2,0.3,0.042,0.0,1.337
red cabbage raw,53,0.3,12.5,2.4,6.5,3.6,0.079,0.0,193.6
broccoli raab raw,9,0.2,1.1,1.3,0.2,1.1,0.04,0.0,3.861
napa cabbage cooked,13,0.2,2.4,1.2,0.0,0.0,0.012,0.0,39.7
kelp,2,0.067,0.5,0.07,0.069,0.018,0.019,0.0,9.303
shallots raw,18,0.061,4.2,0.6,2.0,0.8,0.044,0.0,5.833
bamboo shoots raw,49,0.5,9.4,4.7,5.4,4.0,0.067,0.0,19.3
jute cooked,32,0.2,6.3,3.2,0.9,1.7,0.043,0.0,226.4
red lettuce,4,0.08,0.6,0.4,0.1,0.3,0.057,0.0,1.595
broccoli cooked,98,1.1,20.1,6.7,3.9,9.2,0.1,0.0,38.3
romanesco raw,20,0.2,3.9,1.9,1.9,2.0,0.025,0.0,86.0
eggplant raw,115,0.8,26.9,4.5,16.2,13.7,0.028,0.0,98.3
leeks raw,54,0.3,12.6,1.3,3.5,1.6,0.003,0.0,16.132
lemongrass citronella,5,0.076,1.2,0.038,0.0,0.0,0.024,0.0,4.937
pumpkin cooked,49,0.2,12.0,1.8,5.1,2.7,0.006,0.0,17.005
celery cooked,7,0.098,1.5,0.3,0.9,0.6,0.093,0.0,20.767
serrano pepper,2,0.075,0.4,0.1,0.2,0.2,0.067,0.0,0.902
nopales raw,14,0.063,2.9,1.1,1.0,1.9,0.076,0.0,155.484
sweet potato leaves cooked,22,0.2,4.7,1.4,3.5,1.2,0.2,0.0,30.0
eggplant cooked,33,0.2,8.1,0.8,3.2,2.5,0.2,0.0,19.0
asparagus cooked,3,0.074,0.6,0.4,0.2,0.3,0.0,0.0,1.458
rutabaga cooked,72,0.4,16.4,2.2,9.5,4.3,0.049,0.0,112.0
parsnips raw,128,0.5,30.6,2.0,8.2,8.3,0.068,0.0,41.83
sour pickles,17,0.3,3.5,0.5,1.6,1.9,1.9,0.0,8.4
turnip greens cooked,29,0.3,6.3,1.6,0.8,5.0,0.4,0.0,251.2
jerusalem artichokes,110,0.047,26.2,3.0,14.4,2.4,0.011,0.0,63.742
collard raw,12,0.2,2.0,1.1,0.2,1.4,0.014,0.0,5.001
chrysanthemum cooked,20,0.036,4.3,1.6,2.0,2.3,0.042,0.0,8.597
oriental radish dried,314,0.8,73.5,9.2,43.3,27.7,0.3,0.0,848.6
tomatillos,42,1.3,7.7,1.3,5.2,2.5,0.019,0.0,38.2
taro shoots raw,9,0.069,2.0,0.8,0.0,0.0,0.056,0.0,31.723
acorn squash raw,172,0.4,44.9,3.4,0.0,6.5,0.017,0.0,247.8
leeks dried,10,0.026,2.4,0.5,0.0,0.3,0.077,0.0,18.709
cabbage raw,70,0.3,16.2,3.6,9.0,7.0,0.006,0.0,27.635
sweet red peppers cooked,19,0.1,4.5,0.7,3.2,0.9,0.2,0.0,137.9
sweet red peppers raw,46,0.4,9.0,1.5,6.3,3.1,0.092,0.0,215.3
cucumber peeled,16,0.2,2.9,0.8,1.8,0.9,0.098,0.0,4.903
purslane raw,9,0.2,1.5,0.9,0.0,0.0,0.066,0.0,40.5
peas onions cooked,81,0.4,15.5,4.6,6.8,4.0,0.5,0.0,63.8
tomato cooked,22,0.1,4.9,1.2,3.1,0.9,0.029,0.0,7.36
taro shoots cooked,20,0.1,4.5,1.0,0.0,0.0,0.3,0.0,52.3
scots kale raw,28,0.4,5.6,1.9,0.0,1.1,0.059,0.0,235.5
artichoke raw,60,0.2,13.5,4.2,1.3,6.9,0.1,0.0,25.274
navy bean sprouts raw,70,0.7,13.6,6.4,0.0,0.0,0.063,0.0,57.9
sweet pickles,146,0.7,33.8,0.9,29.2,1.6,0.7,0.0,136.1
oriental radish cooked,25,0.4,5.0,1.0,2.7,2.4,0.4,0.0,56.2
sweet potato leaves raw,15,0.2,3.1,0.9,0.0,1.9,0.073,0.0,37.6
irishmoss,2,0.049,0.6,0.037,0.098,0.082,0.084,0.0,4.975
drumstick leaves cooked,25,0.4,4.7,2.2,0.4,0.8,0.1,0.0,85.5
winter squash raw,39,0.2,10.0,1.1,2.6,1.7,0.027,0.0,60.5
pumpkin raw,30,0.1,7.5,1.2,3.2,0.6,0.062,0.0,45.1
chicory greens,7,0.096,1.4,0.5,0.2,1.2,0.017,0.0,3.279
spinach cooked,41,0.5,6.8,5.3,0.8,4.3,0.1,0.0,18.5
radish pickled,42,0.5,7.8,1.7,3.0,3.3,1.2,0.0,55.6
sweet onion,106,0.3,25.0,2.6,16.6,3.0,0.063,0.0,31.6
salsify cooked,92,0.2,20.7,3.7,3.9,4.2,0.028,0.0,99.2
radish seeds sprouted,16,1.0,1.4,1.4,0.0,0.0,0.067,0.0,34.5
turnips raw,51,0.2,11.8,1.6,7.0,3.3,0.1,0.0,17.384
burdock root raw,85,0.2,20.5,1.8,3.4,3.9,0.008,0.0,79.2
red cabbage cooked,49,0.2,11.8,2.6,5.6,4.4,0.047,0.0,19.534
jute raw,10,0.046,1.6,1.3,0.0,0.0,0.042,0.0,3.197
hot chile pepper dried,2,0.054,0.3,0.054,0.2,0.1,0.041,0.0,1.07
salsify raw,109,0.3,24.7,4.4,0.0,4.4,0.093,0.0,34.3
crookneck squash raw,24,0.3,4.9,1.3,4.5,1.3,0.047,0.0,59.6
indian squash cooked,38,0.4,7.6,0.7,4.7,3.5,0.0,0.0,12.2
poi,269,0.3,65.4,0.9,0.9,1.0,0.091,0.0,68.761
sesbania flower cooked,22,0.007,5.3,1.2,0.0,0.0,0.3,0.0,68.544
acorn squash cooked,115,0.3,29.9,2.3,0.0,9.0,0.5,0.0,155.7
cauliflower cooked,29,0.6,5.1,2.3,2.6,2.9,0.094,0.0,11.26
crookneck squash cooked,34,0.7,6.8,1.9,4.5,2.0,0.4,0.0,72.6
laver seaweed,1,0.012,0.1,0.2,0.071,0.09,0.075,0.0,3.176
mountain yam cooked,119,0.1,29.0,2.5,0.0,0.0,0.4,0.0,43.8
pumpkin flowers raw,5,0.084,1.1,0.3,0.0,0.0,0.066,0.0,23.71
mustard greens raw,15,0.2,2.6,1.6,0.7,1.8,0.004,0.0,110.7
arrowhead,12,0.084,2.4,0.6,0.0,0.0,0.082,0.0,4.68
japanese cabbage,45,0.2,8.5,2.4,2.0,4.7,0.4,0.0,89.6
mung bean sprouts cooked,24,0.1,4.5,2.5,3.5,1.0,0.3,0.0,37.9
scallop squash cooked,29,0.3,5.9,1.9,2.7,3.4,0.4,0.0,58.5
pumpkin leaves cooked,15,0.2,2.4,1.9,0.5,1.9,0.2,0.0,39.9
hungarian pepper,8,0.1,1.8,0.2,1.0,0.3,0.028,0.0,30.8
sweet potato baked,103,0.2,23.6,2.3,7.4,3.8,0.07,0.0,96.3
chinese cabbage pe tsai raw,12,0.2,2.5,0.9,1.1,0.9,0.049,0.0,83.7
taro raw,116,0.2,27.5,1.6,0.4,4.3,0.054,0.0,83.6
yam bean jicama,49,0.1,11.5,0.9,2.3,6.4,0.047,0.0,61.6
olives,10,0.9,0.5,0.09,0.0,0.1,0.001,0.0,9.479
mustard greens cooked,36,0.7,6.3,3.6,2.0,2.8,0.4,0.0,215.2
pumpkin flowers cooked,20,0.1,4.4,1.5,3.2,1.2,0.082,0.0,64.7
tree fern cooked,57,0.096,15.3,0.4,0.0,5.3,0.3,0.0,75.253
yellow corn raw,606,7.9,123.3,15.6,1.1,12.1,0.06,0.0,175.0
